Subject_Initials,Session_Number,Counterbalance_Order,Mouse/Touchscreen,Task,Run,Trial,Attempted_Trial,Number_of_Fixations,Fixation_1,Fixation_2,Fixation_3,Condition_Number,Horizontal/Vertical_Saccade,Saccade_Directions,Spatiotopic_Zone,Retinotopic_Zone,Correct_X,Correct_Y,Response_X,Response_Y,Error_X,Error_Y,Error_Dist,RT,True_Eccentricity,Measured_Eccentricity,PPD,initTrial,initCue,initFix1,initFixing1,initFix2,initFixing2,initFix3,initFixing3,initResp,sacLat1,sacLat2,sacLat3,errorCut_big_error_lag,initMask,saccade_condition
EM,3,4,T,S,2,23,38,1,2,0,0,1,0,0,5,5,623.32,519.15,645,500,21.6818,-19.1493,28.9275,1.4445,147.7043,176.4918,21.27,311.9307,312.6306,312.8305,312.8368,NA,NA,NA,NA,313.347,0.0062,NA,NA,0,NA,0
EM,3,4,T,S,2,24,43,2,1,3,0,2,1,4,5,8,630.47,509.62,601,518,-29.4675,8.3831,30.6368,1.6307,169.6663,197.604,21.27,341.4545,342.1542,342.3541,342.3604,342.8538,343.0835,NA,NA,343.9535,0.0061,0.2295,NA,0,NA,1
EM,3,4,T,S,2,25,44,3,4,2,4,5,1,34,5,5,628.08,516.77,670,508,41.9156,-8.7662,42.8224,1.2704,169.867,147.9828,21.27,349.002,349.9516,350.1514,350.1576,350.6513,350.9118,351.7678,352.0061,352.8673,0.006,0.2604,0.2382,0,NA,2 return
EM,3,4,T,S,2,26,45,2,1,2,0,3,2,2,5,6,616.17,481.02,602,443,-14.1689,-38.0195,40.5739,2.607,173.8327,201.0979,21.27,361.1979,362.0976,362.2976,362.3039,362.7975,363.0613,NA,NA,363.9305,0.0062,0.2637,NA,0,NA,1
EM,3,4,T,S,2,27,46,2,3,1,0,2,1,3,5,2,668.6,478.64,719,461,50.4026,-17.6364,53.3991,1.5188,166.8852,205.8637,21.27,369.9617,370.6946,370.8947,370.9017,371.3944,371.634,NA,NA,372.4942,0.0067,0.2395,NA,0,NA,1
EM,3,4,T,S,2,28,49,2,1,3,0,2,1,4,5,8,609.02,542.98,598,554,-11.0195,11.0195,15.5839,2.1522,208.2146,223.7986,21.27,384.3738,385.1567,385.3566,385.3629,385.8565,386.0685,NA,NA,386.9394,0.0061,0.212,NA,0,NA,1
EM,3,4,T,S,2,29,50,3,3,1,3,5,1,34,5,5,637.62,519.15,643,531,5.3831,11.8507,13.016,1.6487,171.1752,176.4026,21.27,392.5208,393.2205,393.4205,393.4269,393.9203,394.1496,395.0033,395.2104,396.0698,0.0063,0.2291,0.2069,0,NA,2 return
EM,3,4,T,S,2,30,55,2,2,4,0,2,1,4,5,8,675.75,485.79,690,503,14.2533,17.2143,22.3492,2.6144,163.6356,141.6913,21.27,422.0613,422.861,423.0609,423.0672,423.5606,423.773,NA,NA,424.6436,0.0061,0.2123,NA,0,NA,1
EM,3,4,T,S,2,31,57,3,2,1,3,4,3,14,5,7,670.98,528.68,658,546,-12.9805,17.3182,21.6429,1.5208,157.9289,179.5212,21.27,433.3575,434.074,434.2739,434.2802,434.7737,435.0125,435.8565,436.0809,436.9563,0.0062,0.2386,0.2242,0,NA,2
EM,3,4,T,S,2,32,58,2,4,2,0,2,1,3,5,2,618.55,538.21,698,541,79.448,2.7857,79.4969,3.7989,130.7427,194.8727,21.27,441.9378,442.7043,442.9042,442.9105,443.4043,443.6632,NA,NA,444.5371,0.0062,0.2588,NA,0,NA,1
EM,3,4,T,S,2,33,60,3,2,4,2,5,1,43,5,5,630.47,514.38,673,516,42.5325,1.6169,42.5632,2.1049,156.0579,186.7494,21.27,454.468,455.2002,455.4002,455.4064,455.9001,456.1195,456.9663,457.2655,458.1327,0.006,0.2192,0.299,0,NA,2 return
EM,3,4,T,S,2,34,61,3,1,2,1,5,2,21,5,5,635.23,526.3,635,511,-0.2338,-15.2987,15.3005,1.4514,171.6722,160.1839,21.27,463.6974,464.5806,464.7805,464.7868,465.2802,465.5494,466.3967,466.6555,467.5129,0.0061,0.269,0.2586,0,NA,2 return
EM,3,4,T,S,2,35,62,3,3,1,2,4,3,32,5,3,659.06,545.36,702,495,42.9351,-50.3636,66.1809,2.0366,158.6823,222.5496,21.27,472.4278,473.1278,473.3276,473.3337,473.8275,474.0446,474.8937,475.1369,475.9934,0.006,0.217,0.2429,0,NA,2
EM,3,4,T,S,2,36,63,2,3,4,0,3,2,2,5,6,604.25,514.38,587,481,-17.2533,-33.3831,37.578,1.5382,189.9168,224.3386,21.27,481.4927,482.2581,482.4579,482.4651,482.9577,483.1806,NA,NA,484.0408,0.0071,0.2227,NA,0,NA,1
EM,3,4,T,S,2,37,64,1,2,0,0,1,0,0,5,5,642.38,523.92,637,535,-5.3831,11.0844,12.3224,1.3056,157.985,146.7001,21.27,489.0392,489.7556,489.9554,489.9617,NA,NA,NA,NA,490.4719,0.0061,NA,NA,0,NA,0
EM,3,4,T,S,2,38,65,3,3,4,3,5,2,21,5,5,668.6,523.92,649,563,-19.5974,39.0844,43.7224,0.9574,155.2713,198.6828,21.27,495.237,495.9701,496.17,496.1761,496.6699,496.922,497.7696,498.1016,498.9693,0.006,0.252,0.3319,0,NA,2 return
EM,3,4,T,S,2,39,66,2,4,3,0,3,2,1,5,4,649.53,509.62,681,571,31.4675,61.3831,68.9789,0.998,156.0579,190.722,21.27,503.3843,504.184,504.384,504.3926,504.8838,505.1416,NA,NA,506.0171,0.0084,0.2576,NA,0,NA,1
EM,3,4,T,S,2,40,67,2,3,1,0,2,1,3,5,2,656.68,502.47,717,491,60.3182,-11.4675,61.3986,1.0861,170.4677,215.448,21.27,510.4987,511.2818,511.4816,511.4913,511.9983,512.2584,NA,NA,513.1313,0.0094,0.26,NA,0,NA,1
EM,3,4,T,S,3,1,1,3,1,2,1,5,2,21,5,5,630.47,483.4,651,488,20.5325,4.5974,21.0409,1.5361,138.0993,157.17,21.27,3.2324,4.1321,4.332,4.338,4.8318,5.0537,5.8982,6.2429,7.1144,0.0058,0.2217,0.3446,0,NA,2 return
EM,3,4,T,S,3,2,3,1,2,0,0,1,0,0,5,5,628.08,519.15,641,522,12.9156,2.8507,13.2264,1.8471,150.9583,158.2289,21.27,17.761,18.5607,18.7605,18.7665,NA,NA,NA,NA,19.2771,0.0059,NA,NA,0,NA,0
EM,3,4,T,S,3,3,8,2,1,3,0,2,1,4,5,8,670.98,478.64,648,503,-22.9805,24.3636,33.4916,1.4714,118.9154,152.3824,21.27,38.9538,39.637,39.837,39.8431,40.3369,40.5532,NA,NA,41.4198,0.0059,0.2161,NA,0,NA,1
EM,3,4,T,S,3,4,9,2,4,3,0,3,2,1,5,4,628.08,542.98,671,571,42.9156,28.0195,51.2527,1.6988,195.1998,194.8842,21.27,47.9511,48.6841,48.884,48.8902,49.3836,49.6889,NA,NA,50.5502,0.0061,0.3052,NA,0,NA,1
EM,3,4,T,S,3,5,10,1,4,0,0,1,0,0,5,5,654.3,502.47,683,505,28.7013,2.5325,28.8128,1.2514,161.9107,143.3734,21.27,55.5818,56.3148,56.5149,56.5213,NA,NA,NA,NA,57.0314,0.0062,NA,NA,0,NA,0
EM,3,4,T,S,3,6,11,2,1,2,0,3,2,2,5,6,606.64,481.02,596,448,-10.6364,-33.0195,34.6904,1.7916,168.9578,194.1903,21.27,61.6132,62.3796,62.5795,62.5864,63.0792,63.3432,NA,NA,64.2122,0.0066,0.2638,NA,0,NA,1
EM,3,4,T,S,3,7,12,2,1,2,0,3,2,2,5,6,613.79,502.47,602,439,-11.7857,-63.4675,64.5526,1.3102,154.685,204.7886,21.27,69.3273,70.0769,70.2768,70.3063,70.8102,71.2492,NA,NA,72.1097,0.0292,0.4389,NA,0,NA,1
EM,3,4,T,S,3,8,13,2,4,2,0,2,1,3,5,2,606.64,504.85,670,493,63.3636,-11.8507,64.4623,1.3099,148.6517,199.2017,21.27,76.7583,78.9574,79.1575,79.1636,79.6573,79.9383,NA,NA,80.8069,0.006,0.2809,NA,0,NA,1
EM,3,4,T,S,3,9,14,1,4,0,0,1,0,0,5,5,666.21,488.17,666,485,-0.2143,-3.1689,3.1761,1.8022,166.52,169.3086,21.27,85.4552,86.2883,86.4883,86.4945,NA,NA,NA,NA,87.0048,0.006,NA,NA,0,NA,0
EM,3,4,T,S,3,10,15,2,2,1,0,3,2,1,5,4,606.64,531.06,623,575,16.3636,43.9351,46.8835,2.0852,158.6823,204.8923,21.27,92.1532,92.9863,93.186,93.1938,93.686,93.9736,NA,NA,94.8356,0.0075,0.2874,NA,0,NA,1
EM,3,4,T,S,3,11,16,3,2,4,2,5,1,43,5,5,659.06,507.23,673,526,13.9351,18.7662,23.3743,1.4607,181.5345,180.9154,21.27,100.267,101.0003,101.2002,101.2082,101.6999,101.9071,102.7495,103.0711,103.9326,0.0078,0.2071,0.3214,0,NA,2 return
EM,3,4,T,S,3,12,17,3,2,1,3,4,3,14,5,7,630.47,497.7,603,531,-27.4675,33.2987,43.1656,1.2447,161.9107,204.3963,21.27,108.7309,109.514,109.7141,109.7202,110.2137,110.4517,111.2968,111.5089,112.3799,0.006,0.2379,0.2119,0,NA,2
EM,3,4,T,S,3,13,18,3,4,2,4,5,1,34,5,5,616.17,497.7,672,517,55.8311,19.2987,59.0725,1.3503,191.4821,139.5508,21.27,116.9617,117.7447,117.9447,117.9771,118.4778,118.7059,119.5608,119.8284,120.6938,0.0323,0.228,0.2675,0,NA,2 return
EM,3,4,T,S,3,14,20,2,2,4,0,2,1,4,5,8,666.21,485.79,633,499,-33.2143,13.2143,35.7464,1.3434,168.5297,178.5941,21.27,131.4236,132.5065,132.7065,132.7127,133.2062,133.4151,NA,NA,134.2727,0.006,0.2087,NA,0,NA,1
EM,3,4,T,S,3,15,21,3,2,4,3,4,3,41,5,7,620.94,476.25,566,528,-54.9351,51.7467,75.4691,1.3304,157.4506,231.6998,21.27,138.9713,140.7204,140.9205,140.9265,141.4203,141.6387,142.4865,142.8111,143.6862,0.0059,0.2183,0.3245,0,NA,2
EM,3,4,T,S,3,16,23,2,3,1,0,2,1,3,5,2,654.3,490.55,746,477,91.7013,-13.552,92.6973,1.7616,161.3386,236.6354,21.27,164.0795,164.8459,165.0458,165.052,165.5457,165.774,NA,NA,166.6453,0.0061,0.2281,NA,0,NA,1
EM,3,4,T,S,3,17,24,3,4,2,1,4,3,31,5,1,654.3,523.92,764,590,109.7013,66.0844,128.0685,1.7482,182.9456,308.9542,21.27,171.7603,172.5266,172.7265,172.7342,173.2265,173.4952,174.3428,174.6604,175.5257,0.0075,0.2686,0.3175,1,NA,2
EM,3,4,T,S,3,18,25,2,3,1,0,2,1,3,5,2,661.45,531.06,720,533,58.552,1.9351,58.5839,3.1409,193.0559,239.4813,21.27,180.6573,181.3572,181.557,181.5631,182.0568,182.2875,NA,NA,183.1566,0.006,0.2305,NA,0,NA,1
EM,3,4,T,S,3,19,26,2,3,4,0,3,2,2,5,6,661.45,519.15,661,470,-0.448,-49.1493,49.1514,3.1305,144.5343,184.7035,21.27,189.6709,190.3721,190.5706,190.577,191.0709,191.4094,NA,NA,192.2702,0.0062,0.3383,NA,0,NA,1
EM,3,4,T,S,3,20,27,3,3,1,3,5,1,34,5,5,670.98,547.75,688,541,17.0195,-6.7467,18.308,2.2944,174.2804,160.4849,21.27,216.329,217.0287,217.2285,217.2354,217.7285,217.9513,218.7948,219.0262,219.8945,0.0067,0.2226,0.2313,0,NA,2 return
EM,3,4,T,S,3,21,29,3,1,3,1,5,1,43,5,5,642.38,497.7,627,493,-15.3831,-4.7013,16.0855,1.4659,156.4214,141.8377,21.27,240.8874,242.7202,242.9201,242.9263,243.4202,243.6418,244.4862,244.7481,245.6193,0.006,0.2215,0.2617,0,NA,2 return
EM,3,4,T,S,3,22,31,1,2,0,0,1,0,0,5,5,673.36,540.6,707,538,33.6364,-2.5974,33.7365,2.2716,173.3983,204.2678,21.27,254.9663,255.7325,255.9326,255.939,NA,NA,NA,NA,256.4492,0.0063,NA,NA,0,NA,0
EM,3,4,T,S,3,23,32,3,3,1,2,4,3,32,5,3,637.62,538.21,698,516,60.3831,-22.2143,64.3397,2.3451,145.1616,207.2748,21.27,262.1139,262.8804,263.0802,263.0864,263.5799,263.8222,264.663,264.9193,265.7793,0.006,0.2421,0.2562,0,NA,2
EM,3,4,T,S,3,24,33,1,3,0,0,1,0,0,5,5,623.32,514.38,617,504,-6.3182,-10.3831,12.1544,1.6144,178.1696,176.3757,21.27,272.1107,273.027,273.2269,273.2335,NA,NA,NA,NA,273.7433,0.0065,NA,NA,0,NA,0
EM,3,4,T,S,3,25,34,2,4,3,0,3,2,1,5,4,668.6,547.75,659,532,-9.5974,-15.7467,18.441,1.9938,175.4587,167.3959,21.27,278.7416,279.4915,279.6913,279.7002,280.2078,280.4327,NA,NA,281.2909,0.0087,0.2248,NA,0,NA,1
EM,3,4,T,S,3,26,35,3,4,3,1,4,3,13,5,1,670.98,497.7,707,531,36.0195,33.2987,49.0531,1.6484,179.0827,227.756,21.27,286.6557,287.4054,287.6054,287.6118,288.1054,288.3441,289.1883,289.4727,290.3378,0.0062,0.2385,0.2843,0,NA,2
EM,3,4,T,S,3,27,37,2,3,4,0,3,2,2,5,6,606.64,542.98,595,553,-11.6364,10.0195,15.3557,2.7909,172.2059,177.9435,21.27,299.535,300.268,300.4679,300.4763,300.9845,301.2484,NA,NA,302.1174,0.0081,0.2638,NA,0,NA,1
EM,3,4,T,S,3,28,38,2,4,2,0,2,1,3,5,2,604.25,507.23,684,500,79.7467,-7.2338,80.0741,1.9003,145.3461,205.2506,21.27,308.3154,309.065,309.265,309.2711,309.7648,310.0197,NA,NA,310.881,0.0059,0.2548,NA,0,NA,1
EM,3,4,T,S,3,29,39,3,4,3,4,5,2,12,5,5,637.62,521.53,631,546,-6.6169,24.4675,25.3465,2.0184,159.5689,149.8413,21.27,316.1795,316.9458,317.1459,317.1522,317.6456,317.9009,318.7451,318.9958,319.8616,0.0062,0.2551,0.2506,0,NA,2 return
EM,3,4,T,S,3,30,40,2,2,4,0,2,1,4,5,8,625.7,481.02,524,531,-101.7013,49.9805,113.319,2.5685,196.7727,251.7882,21.27,353.9337,354.7501,354.9501,354.9564,355.4499,355.6603,NA,NA,356.5328,0.0061,0.2103,NA,0,NA,1
EM,3,4,T,S,3,31,41,3,2,1,2,5,2,12,5,5,668.6,521.53,656,541,-12.5974,19.4675,23.1879,1.6027,179.9142,158.4374,21.27,362.5141,363.2638,363.4639,363.47,363.9638,364.254,365.0967,365.3942,366.263,0.0059,0.29,0.2974,0,NA,2 return
EM,3,4,T,S,3,32,46,3,1,3,4,4,3,42,5,9,649.53,538.21,566,495,-83.5325,-43.2143,94.0486,1.7488,139.624,232.272,21.27,408.1659,408.849,409.04880000000003,409.0574,409.5654,409.7407,410.582,410.8915,411.7647,0.0085,0.1751,0.3094,0,NA,2
EM,3,4,T,S,3,33,47,2,2,1,0,3,2,1,5,4,651.92,538.21,643,538,-8.9156,-0.2143,8.9181,2.4473,191.6304,185.6215,21.27,416.9462,417.7126,417.9127,417.9187,418.4123,418.6849,NA,NA,419.5454,0.0059,0.2724,NA,0,NA,1
EM,3,4,T,S,3,34,48,3,3,4,3,5,2,21,5,5,642.38,538.21,638,541,-4.3831,2.7857,5.1935,4.412,182.3773,187.2975,21.27,425.4269,426.1266,426.3266,426.3332,426.8264,427.0661,427.9259,428.2338,429.0923,0.0065,0.2396,0.3077,0,NA,2 return
EM,3,4,T,S,3,35,49,3,3,4,2,4,3,23,5,3,640,519.15,778,319,138,-200.1493,243.1126,2.8598,159.4264,400.3474,21.27,436.923,437.6394,437.8395,437.8458,438.3391,438.6398,439.4889,439.7801,440.6384,0.0061,0.3005,0.2911,1,NA,2
EM,3,4,T,S,3,36,50,1,3,0,0,1,0,0,5,5,609.02,476.25,593,453,-16.0195,-23.2533,28.2372,2.2347,167.8016,172.9968,21.27,446.9364,447.6529,447.8527,447.86130000000003,NA,NA,NA,NA,448.3693,0.0084,NA,NA,0,NA,0
EM,3,4,T,S,3,37,51,2,1,3,0,2,1,4,5,8,654.3,507.23,601,499,-53.2987,-8.2338,53.9309,1.9905,151.0711,186.448,21.27,454.034,454.7839,454.9837,454.9898,455.4843,455.6803,NA,NA,456.5498,0.006,0.1958,NA,0,NA,1
EM,3,4,T,S,3,38,52,1,1,0,0,1,0,0,5,5,637.62,500.08,617,470,-20.6169,-30.0844,36.4709,1.8377,154.4381,119.1992,21.27,461.998,462.7313,462.931,462.9379,NA,NA,NA,NA,463.4475,0.0067,NA,NA,0,NA,0
EM,3,4,T,S,3,39,53,1,1,0,0,1,0,0,5,5,609.02,542.98,574,541,-35.0195,-1.9805,35.0755,1.4,170.1396,153.6959,21.27,468.746,469.4455,469.6456,469.6518,NA,NA,NA,NA,470.162,0.006,NA,NA,0,NA,0
EM,3,4,T,S,3,40,54,3,1,2,4,4,3,24,5,9,637.62,509.62,591,495,-46.6169,-14.6169,48.8548,3.3081,167.7718,212.28,21.27,475.0107,475.7102,475.9101,475.9163,476.4099,476.7347,477.593,477.8403,478.7093,0.0061,0.3246,0.2471,0,NA,2
EM,3,4,T,S,4,1,1,2,3,1,0,2,1,3,5,2,620.94,516.77,654,536,33.0649,19.2338,38.2521,1.6697,155.2084,191.4023,21.27,2.0827,2.8491,3.049,3.0554,3.5489,3.8257,NA,NA,4.6983,0.0062,0.2766,NA,0,NA,1
EM,3,4,T,S,4,2,2,3,2,1,3,4,3,14,5,7,666.21,523.92,664,580,-2.2143,56.0844,56.1281,1.6173,156.6289,206.053,21.27,9.68,10.48,10.6797,10.6874,11.1795,11.5043,12.3458,12.5601,13.4289,0.0076,0.3246,0.2142,0,NA,2
EM,3,4,T,S,4,3,4,1,4,0,0,1,0,0,5,5,647.15,540.6,669,556,21.8507,15.4026,26.7337,1.2751,139.949,113.2805,21.27,21.1766,21.9428,22.1427,22.1489,NA,NA,NA,NA,22.6757,0.0061,NA,NA,0,NA,0
EM,3,4,T,S,4,4,5,3,4,2,1,4,3,31,5,1,611.4,533.45,683,610,71.5974,76.552,104.816,3.4797,163.2284,266.9518,21.27,27.2742,27.7742,27.974,27.9801,28.4738,28.7603,29.6068,29.904,30.7731,0.0059,0.2863,0.2971,0,NA,2
EM,3,4,T,S,4,5,6,3,4,3,1,4,3,13,5,1,651.92,495.32,671,537,19.0844,41.6818,45.8431,0.9351,162.296,204.0437,21.27,37.5875,38.3039,38.504,38.5099,39.0038,39.281,40.1368,40.4112,41.2698,0.0058,0.277,0.2742,0,NA,2
EM,3,4,T,S,4,6,7,3,2,4,3,4,3,41,5,7,656.68,516.77,636,571,-20.6818,54.2338,58.0434,1.4731,156.7116,212.5378,21.27,45.5351,46.3347,46.5348,46.5413,47.0346,47.2422,48.1009,48.3844,49.2505,0.0064,0.2075,0.2834,0,NA,2
EM,3,4,T,S,4,7,10,3,3,1,3,5,1,34,5,5,654.3,528.68,646,526,-8.2987,-2.6818,8.7213,1.2982,167.5252,170.6455,21.27,61.3632,62.0628,62.2628,62.269,62.7627,62.9622,63.8123,64.0197,64.8787,0.006,0.1994,0.2073,0,NA,2 return
EM,3,4,T,S,4,8,11,2,2,4,0,2,1,4,5,8,604.25,488.17,610,538,5.7467,49.8311,50.1614,1.6513,206.7013,171.8542,21.27,69.5272,70.7099,70.9099,70.9161,71.41,71.6399,NA,NA,72.5095,0.0061,0.2297,NA,0,NA,1
EM,3,4,T,S,4,9,13,3,3,1,2,4,3,32,5,3,640,504.85,689,493,49,-11.8507,50.4127,1.7,169.5323,213.5411,21.27,81.3231,82.0397,82.2395,82.2456,82.7393,83.0052,83.8557,84.1175,84.9885,0.0059,0.2657,0.2617,0,NA,2
EM,3,4,T,S,4,10,15,1,1,0,0,1,0,0,5,5,609.02,533.45,586,554,-23.0195,20.552,30.8591,1.808,161.9611,170.0526,21.27,95.1186,95.8351,96.0351,96.0413,NA,NA,NA,NA,96.5516,0.0061,NA,NA,0,NA,0
EM,3,4,T,S,4,11,17,2,2,1,0,3,2,1,5,4,620.94,516.77,621,547,0.0649,30.2338,30.2338,1.5355,155.2084,179.8162,21.27,104.7324,105.7984,105.9984,106.0045,106.4983,106.7437,NA,NA,107.6146,0.006,0.2453,NA,0,NA,1
EM,3,4,T,S,4,12,18,1,3,0,0,1,0,0,5,5,668.6,512,666,503,-2.5974,-9,9.3673,2.2066,145.5913,140.1693,21.27,112.513,113.2793,113.4794,113.4856,NA,NA,NA,NA,113.9957,0.006,NA,NA,0,NA,0
EM,3,4,T,S,4,13,19,2,3,4,0,3,2,2,5,6,630.47,502.47,619,483,-11.4675,-19.4675,22.594,1.412,177.8825,199.837,21.27,119.5605,120.2771,120.477,120.4831,120.9767,121.224,NA,NA,122.0931,0.006,0.2472,NA,0,NA,1
EM,3,4,T,S,4,14,20,2,3,1,0,2,1,3,5,2,656.68,545.36,716,591,59.3182,45.6364,74.842,1.277,200.137,274.0114,21.27,126.8581,127.5579,127.7578,127.7763,128.2743,128.5083,NA,NA,129.3741,0.0184,0.2339,NA,0,NA,1
EM,3,4,T,S,4,15,21,2,1,2,0,3,2,2,5,6,640,514.38,637,508,-3,-6.3831,7.053,1.4342,162.7252,165.1829,21.27,134.0058,134.7223,134.9223,134.9284,135.422,135.8059,NA,NA,136.6717,0.006,0.3838,NA,0,NA,1
EM,3,4,T,S,4,16,22,2,3,4,0,3,2,2,5,6,675.75,502.47,666,469,-9.7467,-33.4675,34.8579,1.0697,149.3379,183.0447,21.27,141.4701,142.17,142.37,142.3763,142.8862,143.186,NA,NA,144.0524,0.0061,0.2996,NA,0,NA,1
EM,3,4,T,S,4,17,23,2,2,4,0,2,1,4,5,8,644.77,509.62,628,524,-16.7662,14.3831,22.0903,1.1773,162.795,165.2752,21.27,148.4845,149.2676,149.4676,149.4738,149.9672,150.1726,NA,NA,151.0335,0.006,0.2052,NA,0,NA,1
EM,3,4,T,S,4,18,25,2,1,3,0,2,1,4,5,8,673.36,483.4,600,488,-73.3636,4.5974,73.5075,1.3078,120.6357,181.4494,21.27,160.0475,160.7138,160.914,160.9202,161.4136,161.6076,NA,NA,162.4799,0.0061,0.1938,NA,0,NA,1
EM,3,4,T,S,4,19,28,2,1,2,0,3,2,2,5,6,635.23,507.23,626,463,-9.2338,-44.2338,45.1873,1.9637,164.5397,194.3254,21.27,202.4666,203.1665,203.3663,203.3736,203.8663,204.1042,NA,NA,204.9658,0.007,0.2377,NA,0,NA,1
EM,3,4,T,S,4,20,29,2,4,3,0,3,2,1,5,4,606.64,504.85,627,569,20.3636,64.1493,67.3039,1.983,185.1673,216.15,21.27,210.314,211.0971,211.297,211.3033,211.7969,212.0343,NA,NA,212.8967,0.0061,0.2373,NA,0,NA,1
EM,3,4,T,S,4,21,30,3,1,3,4,4,3,42,5,9,616.17,533.45,582,500,-34.1689,-33.448,47.8151,1.0879,169.1446,216.3581,21.27,218.2614,218.9778,219.1779,219.1842,219.6777,219.8881,220.744,221.1206,221.9937,0.0061,0.2103,0.3764,0,NA,2
EM,3,4,T,S,4,22,31,1,3,0,0,1,0,0,5,5,644.77,492.94,634,480,-10.7662,-12.9351,16.8294,1.417,147.8964,148.4686,21.27,226.4587,227.142,227.3419,227.3483,NA,NA,NA,NA,227.8582,0.0063,NA,NA,0,NA,0
EM,3,4,T,S,4,23,32,3,3,4,3,5,2,21,5,5,656.68,476.25,655,472,-1.6818,-4.2533,4.5737,1.2694,128.0407,126.7495,21.27,232.6566,233.3398,233.5397,233.5462,234.0395,234.4079,235.2558,235.5894,236.4556,0.0063,0.3681,0.3335,0,NA,2 return
EM,3,4,T,S,4,24,34,3,1,2,4,4,3,24,5,9,637.62,540.6,630,498,-7.6169,-42.5974,43.273,1.2465,147.5011,181.3942,21.27,243.8863,244.6029,244.8028,244.8102,245.3027,245.5935,246.4356,246.6706,247.5351,0.0072,0.2907,0.2348,0,NA,2
EM,3,4,T,S,4,25,35,2,4,2,0,2,1,3,5,2,616.17,500.08,655,505,38.8311,4.9156,39.141,1.3805,158.0109,180.0468,21.27,252.1669,253.0166,253.2166,253.2226,253.7164,253.9665,NA,NA,254.8328,0.0059,0.25,NA,0,NA,1
EM,3,4,T,S,4,26,37,3,1,3,1,5,1,43,5,5,604.25,516.77,618,505,13.7467,-11.7662,18.0947,1.3986,145.3461,144.2859,21.27,262.6968,264.4797,264.6794,264.6843,265.1793,265.3744,266.2289,266.4785,267.3454,0.0047,0.195,0.2494,0,NA,2 return
EM,3,4,T,S,4,27,39,1,4,0,0,1,0,0,5,5,651.92,509.62,653,533,1.0844,23.3831,23.4082,1.2558,157.985,140.4739,21.27,274.6597,275.4428,275.6426,275.6488,NA,NA,NA,NA,276.1592,0.006,NA,NA,0,NA,0
EM,3,4,T,S,4,28,40,3,3,4,2,4,3,23,5,3,654.3,509.62,686,483,31.7013,-26.6169,41.3936,1.0383,176.3988,217.7666,21.27,280.8242,281.5574,281.7572,281.7633,282.2571,282.5154,283.3566,283.5941,284.4565,0.006,0.2581,0.2373,0,NA,2
EM,3,4,T,S,4,29,42,3,2,4,2,5,1,43,5,5,604.25,538.21,596,541,-8.2533,2.7857,8.7107,0.879,120.7768,113.2805,21.27,291.6708,292.5869,292.7869,292.7932,293.2872,293.4823,294.3365,294.6198,295.4861,0.0061,0.195,0.283,0,NA,2 return
EM,3,4,T,S,4,30,43,2,1,3,0,2,1,4,5,8,656.68,497.7,618,465,-38.6818,-32.7013,50.6523,1.0176,142.5051,154.6235,21.27,299.7681,300.7343,300.9342,300.9405,301.434,301.6059,NA,NA,302.4672,0.0061,0.1718,NA,0,NA,1
EM,3,4,T,S,4,31,46,3,4,3,4,5,2,12,5,5,651.92,540.6,650,526,-1.9156,-14.5974,14.7225,1.3159,136.2661,147.4582,21.27,313.7468,315.5129,315.7129,315.7189,316.2126,316.423,317.279,317.5978,318.4619,0.0059,0.2102,0.3187,0,NA,2 return
EM,3,4,T,S,4,32,47,2,2,1,0,3,2,1,5,4,613.79,481.02,612,499,-1.7857,17.9805,18.0689,1.2319,124.0046,135.825,21.27,323.1935,324.01,324.2099,324.216,324.7097,324.9281,NA,NA,325.7928,0.006,0.2182,NA,0,NA,1
EM,3,4,T,S,4,33,48,1,2,0,0,1,0,0,5,5,670.98,547.75,681,546,10.0195,-1.7467,10.1706,1.2478,167.8016,177.4609,21.27,330.4578,331.3911,331.5908,331.5975,NA,NA,NA,NA,332.1073,0.0066,NA,NA,0,NA,0
EM,3,4,T,S,4,34,49,3,4,2,4,5,1,34,5,5,670.98,531.06,680,562,9.0195,30.9351,32.2231,0.6562,129.289,101.0098,21.27,336.789,337.7054,337.9054,337.9116,338.4053,338.6371,339.4884,339.6883,340.5547,0.0061,0.2317,0.1998,0,NA,2 return
EM,3,4,T,S,4,35,50,2,4,2,0,2,1,3,5,2,661.45,497.7,697,534,35.552,36.2987,50.8088,1.1119,189.7457,197.2266,21.27,344.6365,345.6195,345.8194,345.8266,346.3192,346.5484,NA,NA,347.4191,0.007,0.229,NA,0,NA,1
EM,3,4,T,S,4,36,52,3,1,2,1,5,2,21,5,5,613.79,490.55,618,487,4.2143,-3.552,5.5115,1.0487,130.7427,131.1847,21.27,355.4163,356.166,356.366,356.3721,356.8658,357.1153,357.9657,358.2732,359.1318,0.006,0.2494,0.3074,0,NA,2 return
EM,3,4,T,S,4,37,54,1,2,0,0,1,0,0,5,5,675.75,512,670,535,-5.7467,23,23.7071,1.1491,191.3551,173.4485,21.27,368.0455,368.8618,369.0619,369.0682,NA,NA,NA,NA,369.5785,0.0062,NA,NA,0,NA,0
